ISRICSOILGRIDS_new_average_claypercent_reduced,x,y
22.0,-4.37500035000002,38.95833645
17.0,78.12500625,64.79167185
25.0,81.45833985,51.87500415
17.0,-134.79167745,61.45833825
15.0,29.37500235,58.95833805
21.0,55.62500445,35.20833615
23.0,-113.12500905,36.04166955
22.0,-90.20834055,42.70833675
11.0,-148.54167855,65.62500525
11.0,-18.54166815,66.04167195
21.0,9.37500075,45.20833695
21.0,86.87500695,65.62500525
7.0,16.45833465,65.20833855
-9999.0,122.29167645,16.45833465
18.0,134.79167745,50.62500405
18.0,58.95833805,58.95833805
8.0,15.62500125,53.12500425
18.0,136.04167755,57.29167125
19.0,114.37500915,54.37500435
28.0,109.79167545,29.37500235
11.0,-173.12501385,64.79167185
-9999.0,-3.12500025,43.54167015
16.0,104.37500835,64.79167185
24.0,48.12500385,-21.87500175
20.0,92.29167405,64.37500515
24.0,-91.04167395,55.62500445
16.0,47.29167045,59.79167145
-9999.0,131.45834385,33.95833605
-9999.0,107.70834195,16.87500135
16.0,-86.45834025,50.20833735
25.0,147.70834515,-42.70833675
18.0,9.37500075,54.37500435
15.0,-164.37501315,66.04167195
21.0,32.70833595,-26.87500215
27.0,19.79166825,44.79167025
19.0,99.79167465,70.20833895
21.0,42.29167005,60.20833815
11.0,148.95834525,61.04167155
14.0,-61.87500495,50.20833735
17.0,11.87500095,51.87500415
29.0,-96.45834105,33.95833605
15.0,66.04167195,64.37500515
12.0,-58.12500465,54.37500435
28.0,116.45834265,24.79166865
22.0,119.37500955,35.62500285
16.0,98.54167455,74.37500595
17.0,170.62501365,65.62500525
28.0,115.62500925,25.20833535
25.0,-106.04167515,42.70833675
14.0,53.12500425,60.62500485
17.0,-68.12500545,65.62500525
11.0,-106.45834185,66.45833865
-9999.0,-136.45834425,58.12500465
46.0,-105.20834175,24.79166865
35.0,9.79166744999998,36.87500295
16.0,-156.45834585,70.20833895
29.0,98.12500785,26.04166875
-9999.0,-56.87500455,47.29167045
14.0,36.45833625,63.54167175
29.0,118.54167615,4.37500034999999
5.0,12.29166765,53.12500425
16.0,113.54167575,56.87500455
-9999.0,1.87500014999998,39.37500315
27.0,8.54166734999998,48.12500385
12.0,34.37500275,62.70833835
-9999.0,20.62500165,56.04167115
26.0,118.54167615,27.70833555
18.0,-91.87500735,35.62500285
14.0,-78.54167295,41.04166995
26.0,-98.54167455,34.37500275
16.0,-100.20834135,59.37500475
30.0,-116.87500935,58.95833805
19.0,120.62500965,37.29166965
26.0,-123.95834325,41.45833665
16.0,101.04167475,63.95833845
-9999.0,153.54167895,-25.62500205
-9999.0,118.12500945,23.95833525
24.0,-72.70833915,-40.62500325
11.0,-62.70833835,50.62500405
-9999.0,59.79167145,68.95833885
27.0,-4.37500035000002,36.87500295
30.0,106.87500855,16.04166795
15.0,158.54167935,62.70833835
32.0,101.87500815,22.29166845
19.0,81.45833985,43.95833685
21.0,-3.12500025,41.45833665
16.0,-95.20834095,62.70833835
10.0,23.12500185,62.70833835
21.0,-86.45834025,55.62500445
12.0,-147.70834515,59.79167145
25.0,38.12500305,52.70833755
-9999.0,141.04167795,58.12500465
4.0,27.70833555,63.95833845
-9999.0,11.04166755,64.79167185
21.0,56.45833785,58.95833805
20.0,-150.62501205,69.37500555
35.0,122.29167645,-4.37500035000001
17.0,-24.79166865,71.87500575
17.0,-135.20834415,66.45833865
25.0,-108.95834205,37.70833635
16.0,60.62500485,66.87500535
16.0,-74.37500595,42.29167005
5.0,26.45833545,66.87500535
32.0,100.20834135,25.20833535
-9999.0,-65.62500525,50.20833735
20.0,138.12501105,-30.62500245
-9999.0,-80.20833975,28.95833565
26.0,-107.70834195,40.20833655
18.0,-58.95833805,55.20833775
9.0,21.45833505,67.70833875
-9999.0,154.37501235,58.95833805
20.0,-92.29167405,56.87500455
-9999.0,103.12500825,-4.79166705
18.0,89.79167385,70.20833895
31.0,40.62500325,51.04167075
23.0,-82.70833995,38.54166975
21.0,-101.04167475,51.45833745
-9999.0,80.20833975,10.62500085
-9999.0,128.12501025,39.79166985
10.0,-140.20834455,63.95833845
19.0,-83.12500665,32.70833595
-9999.0,108.12500865,18.54166815
19.0,106.87500855,36.04166955
16.0,173.54168055,67.70833875
29.0,-93.12500745,39.79166985
11.0,37.70833635,68.12500545
19.0,77.29167285,58.54167135
